id_chamada;data;agente;tipo_solicitacao;atendido;resolvido;duracao_conversa;indice_satisfacao;tempo_espera
ID4118;2015-03-13 17:24:00;Jim;Cotacao;N;N;00:02:33.351;;
ID4119;2015-03-13 17:44:10;Dan;Informacao;S;S;;BOM;
ID4120;2015-03-13 17:44:10;Joe;Informacao;N;N;00:04:17.538;;
ID4121;2015-03-14 09:00:00;Becky;RegistroSinistro;S;S;;BOM;
ID4122;2015-03-14 09:00:00;Greg;Reclamacao;S;S;00:06:08.309;BOM;
ID4123;2015-03-14 09:20:10;Becky;Reclamacao;S;S;00:05:04.322;BOM;
ID4124;2015-03-14 09:20:10;Joe;Reclamacao;N;N;00:02:52.357;;
ID4125;2015-03-14 09:57:36;Martha;RegistroSinistro;S;S;;BOM;
ID4126;2015-03-14 09:57:36;Dan;Informacao;S;S;00:04:48.867;BOM;
ID4127;2015-03-14 10:07:41;Becky;Sugestao;S;S;00:06:47.559;BOM;
ID4128;2015-03-14 10:07:41;Diane;Informacao;S;S;;BOM;
ID4129;2015-03-14 10:09:07;Diane;Informacao;S;S;00:04:11.011;RUIM;1240
ID4130;2015-03-14 10:09:07;Diane;Reclamacao;S;S;00:02:06.882;RUIM;1120
ID4131;2015-03-14 10:32:10;Joe;RegistroSinistro;S;N;00:00:49.401;RUIM;2200
ID4132;2015-03-14 10:32:10;Jim;RegistroSinistro;S;S;00:05:16.480;RUIM;580
ID4133;2015-03-14 11:09:36;Diane;Informacao;S;S;00:04:53.559;BOM;34,5
ID4134;2015-03-14 11:09:36;Martha;RegistroSinistro;S;S;00:01:51.582;BOM;59,4
ID4135;2015-03-14 11:25:26;Jim;Informacao;S;S;;RUIM;
ID4136;2015-03-14 11:25:26;Jim;Cotacao;S;N;00:01:11.203;BOM;36,6
ID4137;2015-03-14 11:36:58;Diane;Cotacao;S;S;00:04:36.916;RUIM;750
ID4138;2015-03-14 11:36:58;Jim;Sugestao;N;N;00:02:39.981;;
ID4139;2015-03-14 11:52:48;Jim;Informacao;S;S;00:06:41.313;BOM;
ID4140;2015-03-14 11:52:48;Jim;Reclamacao;S;S;00:03:41.112;RUIM;410
ID4141;2015-03-14 13:00:29;Dan;Sugestao;S;S;00:04:03.109;RUIM;820
ID4142;2015-03-14 13:00:29;Jim;Informacao;S;S;00:04:20.280;BOM;74,4
ID4143;2015-03-14 13:09:07;Joe;Sugestao;S;S;;BOM;
ID4144;2015-03-14 13:09:07;Dan;RegistroSinistro;S;S;00:05:04.830;BOM;23,4
ID4145;2015-03-14 13:16:19;Dan;Cotacao;N;N;00:03:44.007;;
ID4146;2015-03-14 13:16:19;Martha;Sugestao;S;S;00:06:36.825;BOM;
ID4147;2015-03-14 13:24:58;Jim;Cotacao;S;S;00:00:39.962;BOM;36,5
ID4148;2015-03-14 13:24:58;Becky;Cotacao;N;N;00:04:38.364;;
ID4149;2015-03-14 13:40:48;Jim;Reclamacao;S;N;;BOM;
ID4150;2015-03-14 13:40:48;Jim;RegistroSinistro;N;N;00:02:52.876;;
ID4151;2015-03-14 13:46:34;Diane;Informacao;N;N;00:02:03.623;;
ID4152;2015-03-14 13:46:34;Jim;Reclamacao;S;S;00:02:39.771;BOM;73,8
ID4153;2015-03-14 14:03:50;Martha;Cotacao;S;S;00:04:37.960;BOM;
ID4154;2015-03-14 14:03:50;Jim;Reclamacao;S;S;00:04:13.131;RUIM;170
ID4155;2015-03-14 14:25:26;Jim;Reclamacao;S;S;00:04:39.276;RUIM;1500
ID4156;2015-03-14 14:25:26;Dan;Reclamacao;N;N;00:01:45.219;;
ID4157;2015-03-14 14:39:50;Becky;Reclamacao;N;N;00:03:20.526;;
ID4158;2015-03-14 14:39:50;Martha;RegistroSinistro;S;S;00:02:01.185;RUIM;1940
ID4159;2015-03-14 15:17:17;Greg;Informacao;S;S;00:02:58.323;BOM;61,2
ID4160;2015-03-14 15:17:17;Diane;Informacao;S;S;00:06:40.930;BOM;13
ID4161;2015-03-14 15:27:22;Diane;Sugestao;S;S;00:02:23.162;BOM;
ID4162;2015-03-14 15:27:22;Diane;RegistroSinistro;S;S;00:05:43.394;RUIM;1040
ID4163;2015-03-14 15:43:12;Jim;Cotacao;S;S;00:03:04.555;BOM;7,8
ID4164;2015-03-14 15:43:12;Dan;RegistroSinistro;S;N;;BOM;
ID4165;2015-03-14 16:36:29;Greg;Informacao;N;N;;;
ID4166;2015-03-14 16:36:29;Diane;Cotacao;S;S;00:04:09.965;RUIM;1960
ID4167;2015-03-14 16:36:29;Dan;RegistroSinistro;S;S;00:03:13.258;BOM;
ID4168;2015-03-14 16:36:29;Dan;Informacao;S;S;00:06:21.857;BOM;
ID4169;2015-03-14 17:57:07;Joe;Reclamacao;N;N;00:02:29.657;;
ID4170;2015-03-14 17:57:07;Dan;RegistroSinistro;N;N;00:03:08.004;;
ID4171;2015-03-15 09:08:38;Dan;Reclamacao;N;N;00:02:39.405;;
ID4172;2015-03-15 09:08:38;Greg;RegistroSinistro;S;S;;RUIM;
ID4173;2015-03-15 09:30:14;Martha;RegistroSinistro;S;S;00:04:24.122;RUIM;700
ID4174;2015-03-15 09:30:14;Becky;RegistroSinistro;S;S;00:05:24.040;BOM;60
ID4175;2015-03-15 09:44:38;Martha;Cotacao;S;S;;BOM;
ID4176;2015-03-15 09:44:38;Dan;RegistroSinistro;S;N;00:05:33.952;BOM;
ID4177;2015-03-15 10:00:29;Greg;Sugestao;S;S;00:06:13.403;BOM;18,5
ID4178;2015-03-15 10:00:29;Dan;Informacao;S;S;00:05:50.575;BOM;7,8
ID4179;2015-03-15 10:09:07;Jim;Reclamacao;S;S;00:05:05.790;RUIM;1220
ID4180;2015-03-15 10:09:07;Jim;Cotacao;S;S;;BOM;
ID4181;2015-03-15 10:13:26;Martha;Informacao;S;S;00:02:17.156;BOM;
ID4182;2015-03-15 10:13:26;Stewart;Cotacao;S;S;00:02:57.270;BOM;
ID4183;2015-03-15 11:06:43;Stewart;Informacao;S;S;00:03:31.819;RUIM;520
ID4184;2015-03-15 11:06:43;Stewart;Cotacao;S;S;;RUIM;
ID4185;2015-03-15 11:09:36;Jim;RegistroSinistro;S;S;00:04:04.943;BOM;16,2
ID4186;2015-03-15 11:09:36;Becky;RegistroSinistro;N;N;00:05:57.792;;
ID4187;2015-03-15 11:58:34;Jim;Informacao;N;N;00:02:30.359;;
ID4188;2015-03-15 11:58:34;Diane;Reclamacao;S;S;;RUIM;
ID4189;2015-03-15 12:10:05;Greg;Sugestao;S;S;00:06:19.440;RUIM;240
ID4190;2015-03-15 12:10:05;Jim;Sugestao;N;N;00:03:54.046;;
ID4191;2015-03-15 12:28:48;Becky;Reclamacao;S;S;00:03:12.486;BOM;
ID4192;2015-03-15 12:28:48;Joe;Sugestao;S;S;;BOM;
ID4193;2015-03-15 13:07:41;Becky;Informacao;N;N;00:01:49.295;;
ID4194;2015-03-15 13:07:41;Greg;Reclamacao;S;S;00:00:51.509;RUIM;230
ID4195;2015-03-15 13:33:36;Martha;Informacao;S;S;00:01:14.335;BOM;25,5
ID4196;2015-03-15 13:33:36;Dan;Reclamacao;S;S;00:01:54.669;RUIM;810
ID4197;2015-03-15 13:52:19;Jim;Informacao;S;S;00:03:50.539;BOM;
ID4198;2015-03-15 13:52:19;Stewart;Sugestao;N;N;00:01:23.899;;
ID4199;2015-03-15 14:09:36;Jim;Informacao;S;S;00:06:59.960;BOM;
ID4200;2015-03-15 14:09:36;Stewart;RegistroSinistro;S;S;00:06:34.339;BOM;
ID4201;2015-03-15 14:26:53;Diane;Cotacao;S;S;00:06:21.267;BOM;24,5
ID4202;2015-03-15 14:26:53;Dan;Reclamacao;S;S;00:05:52.826;BOM;42
ID4203;2015-03-15 15:51:50;Martha;Cotacao;S;S;;BOM;
ID4204;2015-03-15 15:51:50;Diane;Reclamacao;S;S;00:04:24.582;RUIM;1000
ID4205;2015-03-15 16:04:48;Becky;Sugestao;S;S;00:04:08.197;BOM;27,5
ID4206;2015-03-15 16:04:48;Dan;Informacao;S;N;00:04:33.563;RUIM;780
ID4207;2015-03-15 16:27:50;Greg;Cotacao;S;S;00:04:46.639;BOM;46,5
ID4208;2015-03-15 16:27:50;Joe;RegistroSinistro;S;S;00:00:42.720;RUIM;260
ID4209;2015-03-15 17:05:17;Becky;RegistroSinistro;S;S;00:05:16.859;RUIM;1640
ID4210;2015-03-15 17:05:17;Jim;Cotacao;N;N;;;
ID4211;2015-03-15 17:11:02;Greg;Sugestao;N;N;00:04:10.642;;
ID4212;2015-03-15 17:11:02;Greg;Reclamacao;S;S;00:06:34.854;RUIM;440
ID4213;2015-03-15 17:18:14;Joe;Reclamacao;S;S;00:06:09.665;RUIM;1010
ID4214;2015-03-15 17:18:14;Dan;Cotacao;S;S;00:05:58.432;BOM;43,2
ID4215;2015-03-15 17:28:19;Diane;Informacao;S;S;00:04:53.368;BOM;
ID4216;2015-03-15 17:28:19;Diane;Sugestao;S;N;00:05:16.664;BOM;20
ID4217;2015-03-15 17:32:38;Becky;Reclamacao;S;S;00:01:39.128;RUIM;1210
ID4218;2015-03-15 17:32:38;Dan;Cotacao;S;S;00:06:59.477;BOM;
ID4219;2015-03-15 17:47:02;Greg;Reclamacao;S;S;;RUIM;
ID4220;2015-03-15 17:47:02;Jim;Cotacao;N;N;00:01:11.758;;
ID4221;2015-03-16 09:11:31;Joe;Cotacao;S;N;00:06:37.529;RUIM;1120
ID4222;2015-03-16 09:11:31;Joe;Reclamacao;S;N;00:05:53.450;RUIM;1200
ID4223;2015-03-16 09:46:05;Stewart;RegistroSinistro;S;S;00:01:49.509;RUIM;360
ID4224;2015-03-16 09:46:05;Greg;RegistroSinistro;S;S;00:03:00.906;BOM;67,8
ID4225;2015-03-16 10:09:07;Dan;Reclamacao;S;S;00:06:00.242;BOM;
ID4226;2015-03-16 10:09:07;Joe;RegistroSinistro;S;S;00:02:29.098;RUIM;650
ID4227;2015-03-16 10:10:34;Dan;RegistroSinistro;S;S;;RUIM;
ID4228;2015-03-16 10:10:34;Greg;Sugestao;S;S;00:04:12.627;BOM;
ID4229;2015-03-16 10:23:31;Martha;Informacao;N;N;00:04:12.109;;
ID4230;2015-03-16 10:23:31;Greg;RegistroSinistro;S;S;00:02:04.948;RUIM;320
ID4231;2015-03-16 10:23:31;Dan;Reclamacao;N;N;00:04:57.121;;
ID4232;2015-03-16 10:23:31;Joe;RegistroSinistro;N;N;00:04:33.192;;
ID4233;2015-03-16 10:35:02;Martha;RegistroSinistro;N;N;;;
ID4234;2015-03-16 10:35:02;Jim;Reclamacao;S;S;00:00:37.708;RUIM;2180
ID4235;2015-03-16 11:12:29;Becky;Cotacao;N;N;;;
ID4236;2015-03-16 11:12:29;Dan;RegistroSinistro;N;N;00:04:12.277;;
ID4237;2015-03-16 11:44:10;Stewart;Cotacao;S;S;;BOM;
ID4238;2015-03-16 11:44:10;Stewart;RegistroSinistro;S;S;00:05:14.924;BOM;
ID4239;2015-03-16 12:21:36;Diane;Cotacao;S;S;00:06:57.066;BOM;6
ID4240;2015-03-16 12:21:36;Greg;Sugestao;S;S;00:04:57.794;RUIM;460
ID4241;2015-03-16 12:43:12;Jim;RegistroSinistro;S;S;00:04:38.520;RUIM;1080
ID4242;2015-03-16 12:43:12;Stewart;RegistroSinistro;S;S;00:04:31.422;BOM;
ID4243;2015-03-16 12:48:58;Greg;Informacao;S;S;00:03:44.522;BOM;
ID4244;2015-03-16 12:48:58;Greg;Sugestao;S;S;00:01:47.998;BOM;39,5
ID4245;2015-03-16 13:04:48;Diane;RegistroSinistro;S;S;;BOM;
ID4246;2015-03-16 13:04:48;Joe;RegistroSinistro;N;N;00:06:54.117;;
ID4247;2015-03-16 13:16:19;Stewart;Cotacao;S;S;00:04:24.875;BOM;30,5
ID4248;2015-03-16 13:16:19;Diane;Reclamacao;S;S;00:01:27.092;RUIM;1180
ID4249;2015-03-16 13:29:17;Diane;Sugestao;S;S;00:04:47.136;BOM;38
ID4250;2015-03-16 13:29:17;Stewart;Cotacao;S;S;;BOM;
ID4251;2015-03-16 13:32:10;Martha;Informacao;N;N;;;
ID4252;2015-03-16 13:32:10;Dan;Sugestao;S;S;00:01:42.278;BOM;
ID4253;2015-03-16 13:56:38;Greg;Cotacao;N;N;;;
ID4254;2015-03-16 13:56:38;Dan;Informacao;S;N;00:06:32.954;RUIM;1240
ID4255;2015-03-16 14:09:36;Jim;Informacao;S;S;00:01:52.505;BOM;63,6
ID4256;2015-03-16 14:09:36;Joe;RegistroSinistro;S;S;00:04:11.677;RUIM;560
ID4257;2015-03-16 14:13:55;Becky;RegistroSinistro;S;S;00:04:27.559;RUIM;890
ID4258;2015-03-16 14:13:55;Stewart;Reclamacao;S;S;00:04:12.052;RUIM;750
ID4259;2015-03-16 14:13:55;Becky;Informacao;S;S;00:02:39.477;BOM;23,5
ID4260;2015-03-16 14:13:55;Jim;Sugestao;S;S;00:01:20.486;BOM;66,6
ID4261;2015-03-16 14:25:26;Martha;Reclamacao;S;S;00:02:36.504;BOM;
ID4262;2015-03-16 14:25:26;Jim;RegistroSinistro;S;S;00:04:57.821;BOM;
ID4263;2015-03-16 14:34:05;Jim;RegistroSinistro;S;S;00:01:22.736;BOM;
ID4264;2015-03-16 14:34:05;Dan;Sugestao;S;S;00:04:06.452;BOM;
ID4265;2015-03-16 15:21:36;Jim;Reclamacao;S;S;00:01:03.242;BOM;35,4
ID4266;2015-03-16 15:21:36;Jim;Cotacao;S;S;00:06:51.213;BOM;21,6
ID4267;2015-03-16 15:40:19;Joe;Informacao;S;N;00:03:24.712;RUIM;1160
ID4268;2015-03-16 15:40:19;Martha;Informacao;N;N;00:01:47.909;;
ID4269;2015-03-16 15:43:12;Martha;Sugestao;S;S;00:01:42.249;BOM;
ID4270;2015-03-16 15:43:12;Joe;Informacao;S;S;00:04:44.619;BOM;60,6
ID4271;2015-03-16 16:00:29;Diane;Sugestao;N;N;00:01:39.307;;
ID4272;2015-03-16 16:00:29;Joe;Informacao;S;N;00:04:14.186;RUIM;1620
ID4273;2015-03-16 16:13:26;Becky;Informacao;S;N;;BOM;
ID4274;2015-03-16 16:13:26;Stewart;Informacao;S;S;;BOM;
ID4275;2015-03-16 16:36:29;Greg;Informacao;S;S;00:05:39.355;BOM;43,2
ID4276;2015-03-16 16:36:29;Joe;Sugestao;S;S;00:01:07.016;BOM;
ID4277;2015-03-16 17:09:36;Dan;Sugestao;S;N;00:00:30.474;BOM;18,6
ID4278;2015-03-16 17:09:36;Diane;Reclamacao;S;S;00:03:07.219;RUIM;800
ID4279;2015-03-16 17:49:55;Martha;Informacao;S;S;;RUIM;
ID4280;2015-03-16 17:49:55;Jim;Informacao;N;N;00:00:50.063;;
ID4281;2015-03-17 09:05:46;Stewart;Sugestao;S;N;00:04:21.184;BOM;68,4
ID4282;2015-03-17 09:05:46;Dan;RegistroSinistro;S;S;00:02:55.356;BOM;9,6
ID4283;2015-03-17 09:43:12;Jim;Cotacao;S;S;;BOM;
ID4284;2015-03-17 09:43:12;Greg;Reclamacao;S;S;00:05:11.418;RUIM;600
ID4285;2015-03-17 10:59:31;Becky;Cotacao;S;S;;RUIM;
ID4286;2015-03-17 10:59:31;Jim;Cotacao;S;S;00:06:14.805;BOM;
ID4287;2015-03-17 11:25:26;Martha;RegistroSinistro;S;S;00:06:39.624;BOM;13,8
ID4288;2015-03-17 11:25:26;Martha;Cotacao;N;N;00:01:58.967;;
ID4289;2015-03-17 11:44:10;Jim;Reclamacao;S;S;;BOM;
ID4290;2015-03-17 11:44:10;Dan;Informacao;S;S;00:04:40.393;BOM;
ID4291;2015-03-17 12:43:12;Diane;Informacao;S;S;;BOM;
ID4292;2015-03-17 12:43:12;Dan;Reclamacao;N;N;00:03:05.835;;
ID4293;2015-03-17 13:01:55;Martha;Sugestao;S;S;;RUIM;
ID4294;2015-03-17 13:01:55;Diane;RegistroSinistro;S;S;00:03:11.784;RUIM;440
ID4295;2015-03-17 13:24:58;Joe;RegistroSinistro;N;N;;;
ID4296;2015-03-17 13:24:58;Martha;RegistroSinistro;S;S;00:05:51.562;BOM;49,8
ID4297;2015-03-17 13:58:05;Martha;Sugestao;S;S;00:05:29.904;RUIM;1560
ID4298;2015-03-17 13:58:05;Diane;Cotacao;S;S;;BOM;
ID4299;2015-03-17 14:00:58;Becky;Sugestao;N;N;00:02:18.405;;
ID4300;2015-03-17 14:00:58;Martha;Cotacao;N;N;00:06:03.786;;
ID4301;2015-03-17 14:19:41;Greg;Sugestao;S;S;;BOM;
ID4302;2015-03-17 14:19:41;Joe;RegistroSinistro;S;N;00:01:40.475;RUIM;420
ID4303;2015-03-17 14:21:07;Martha;RegistroSinistro;N;N;00:05:43.472;;
ID4304;2015-03-17 14:21:07;Dan;Sugestao;S;S;00:01:27.362;BOM;19
ID4305;2015-03-17 15:17:17;Jim;Cotacao;S;S;00:02:23.070;BOM;15
ID4306;2015-03-17 15:17:17;Diane;RegistroSinistro;S;S;;BOM;
ID4307;2015-03-17 15:47:31;Martha;Sugestao;S;S;00:02:25.820;BOM;
ID4308;2015-03-17 15:47:31;Jim;RegistroSinistro;S;N;;RUIM;
ID4309;2015-03-17 16:20:38;Diane;Informacao;S;S;00:01:45.656;BOM;11
ID4310;2015-03-17 16:20:38;Dan;RegistroSinistro;N;N;;;
ID4311;2015-03-17 16:22:05;Martha;RegistroSinistro;S;S;00:06:21.819;BOM;50,4
ID4312;2015-03-17 16:22:05;Jim;Sugestao;S;N;;RUIM;
ID4313;2015-03-17 16:42:14;Joe;Informacao;N;N;00:06:31.579;;
ID4314;2015-03-17 16:42:14;Martha;Sugestao;S;S;00:05:01.193;BOM;13,2
ID4315;2015-03-17 16:46:34;Becky;RegistroSinistro;S;S;;BOM;
ID4316;2015-03-17 16:46:34;Diane;Informacao;S;S;00:05:58.934;RUIM;1000
ID4317;2015-03-17 16:52:19;Jim;Cotacao;N;N;00:04:30.135;;
ID4318;2015-03-17 16:52:19;Greg;Reclamacao;N;N;00:04:57.884;;
ID4319;2015-03-17 17:12:29;Greg;RegistroSinistro;S;S;00:02:10.596;BOM;16,2
ID4320;2015-03-17 17:12:29;Joe;Sugestao;S;S;00:06:24.433;RUIM;1080
ID4321;2015-03-17 17:13:55;Diane;Informacao;S;S;00:04:34.707;BOM;
ID4322;2015-03-17 17:13:55;Dan;Sugestao;S;S;00:01:31.214;BOM;63,6
ID4323;2015-03-17 17:24:00;Diane;Cotacao;S;S;00:02:23.004;BOM;
ID4324;2015-03-17 17:24:00;Greg;Sugestao;S;S;00:02:16.744;BOM;
ID4325;2015-03-17 17:26:53;Stewart;Reclamacao;N;N;00:04:43.439;;
ID4326;2015-03-17 17:26:53;Diane;RegistroSinistro;S;S;00:03:16.107;RUIM;190
ID4327;2015-03-17 17:48:29;Dan;RegistroSinistro;S;S;;BOM;
ID4328;2015-03-17 17:48:29;Stewart;Cotacao;S;N;;BOM;
ID4329;2015-03-17 18:00:00;Dan;Informacao;S;S;00:05:13.264;BOM;48,5
ID4330;2015-03-17 18:00:00;Greg;Informacao;N;N;00:01:45.914;;
ID4331;2015-03-18 09:14:24;Martha;Sugestao;S;N;;BOM;
ID4332;2015-03-18 09:14:24;Stewart;Reclamacao;S;S;00:01:15.458;RUIM;1010
ID4333;2015-03-18 09:21:36;Joe;Informacao;N;N;00:02:07.035;;
ID4334;2015-03-18 09:21:36;Stewart;RegistroSinistro;S;S;00:05:19.048;RUIM;640
ID4335;2015-03-18 10:32:10;Dan;RegistroSinistro;S;S;00:05:58.340;RUIM;940
ID4336;2015-03-18 10:32:10;Dan;RegistroSinistro;S;S;00:01:32.614;RUIM;780
ID4337;2015-03-18 10:56:38;Stewart;Informacao;S;N;00:03:29.806;BOM;
ID4338;2015-03-18 10:56:38;Martha;Cotacao;S;S;00:03:59.929;BOM;
ID4339;2015-03-18 11:38:24;Dan;Informacao;N;N;00:04:06.046;;
ID4340;2015-03-18 11:38:24;Martha;Cotacao;S;S;00:01:45.490;BOM;23,4
ID4341;2015-03-18 12:02:53;Stewart;Sugestao;N;N;00:06:45.159;;
ID4342;2015-03-18 12:02:53;Greg;Sugestao;S;S;00:02:33.470;RUIM;170
ID4343;2015-03-18 12:30:14;Stewart;RegistroSinistro;S;S;00:05:35.996;RUIM;130
ID4344;2015-03-18 12:30:14;Martha;Reclamacao;S;S;00:04:13.158;BOM;36
ID4345;2015-03-18 12:51:50;Greg;Sugestao;S;S;;BOM;
ID4346;2015-03-18 12:51:50;Stewart;Sugestao;S;S;00:05:43.850;BOM;28,8
ID4347;2015-03-18 13:36:29;Stewart;Cotacao;S;S;;BOM;
ID4348;2015-03-18 13:36:29;Greg;Cotacao;S;N;00:01:03.229;RUIM;1110
ID4349;2015-03-18 13:49:26;Martha;RegistroSinistro;S;N;00:06:08.855;BOM;57
ID4350;2015-03-18 13:49:26;Becky;RegistroSinistro;S;S;00:02:54.892;RUIM;2020
ID4351;2015-03-18 14:02:24;Martha;RegistroSinistro;S;S;00:04:52.467;BOM;72,6
ID4352;2015-03-18 14:02:24;Martha;Reclamacao;S;S;00:00:31.022;BOM;
ID4353;2015-03-18 14:25:26;Diane;Reclamacao;S;S;00:06:00.193;RUIM;640
ID4354;2015-03-18 14:25:26;Jim;Informacao;N;N;;;
ID4355;2015-03-18 14:41:17;Dan;Reclamacao;N;N;00:06:16.417;;
ID4356;2015-03-18 14:41:17;Joe;Cotacao;S;N;00:01:21.071;BOM;17,4
ID4357;2015-03-18 14:52:48;Becky;Cotacao;S;S;00:01:47.122;BOM;38
ID4358;2015-03-18 14:52:48;Diane;RegistroSinistro;S;S;00:04:01.569;RUIM;800
ID4359;2015-03-18 14:52:48;Joe;Cotacao;S;S;00:05:08.427;BOM;20
ID4360;2015-03-18 14:52:48;Jim;Informacao;S;S;00:01:51.818;BOM;53,4
ID4361;2015-03-18 15:48:58;Jim;Reclamacao;S;S;00:02:16.826;RUIM;1040
ID4362;2015-03-18 15:48:58;Jim;RegistroSinistro;S;S;00:06:15.333;RUIM;230
ID4363;2015-03-18 16:03:22;Joe;RegistroSinistro;S;S;00:05:39.192;RUIM;370
ID4364;2015-03-18 16:03:22;Joe;Cotacao;S;S;00:05:51.651;BOM;60,6
ID4365;2015-03-18 16:16:19;Greg;Reclamacao;S;S;00:06:12.714;RUIM;100
ID4366;2015-03-18 16:16:19;Becky;RegistroSinistro;S;S;;BOM;
ID4367;2015-03-18 16:30:43;Diane;RegistroSinistro;S;S;;BOM;
ID4368;2015-03-18 16:30:43;Jim;Sugestao;N;N;00:04:54.771;;
ID4369;2015-03-18 16:58:05;Jim;Informacao;S;S;00:03:24.275;BOM;
ID4370;2015-03-18 16:58:05;Greg;Sugestao;N;N;00:03:50.879;;
ID4371;2015-03-18 17:08:10;Dan;RegistroSinistro;S;S;00:05:36.639;RUIM;200
ID4372;2015-03-18 17:08:10;Stewart;Cotacao;S;S;00:05:15.510;BOM;43,2
ID4373;2015-03-18 17:22:34;Becky;RegistroSinistro;S;S;00:06:21.545;BOM;49,2
ID4374;2015-03-18 17:22:34;Greg;Informacao;N;N;00:05:20.655;;
ID4375;2015-03-18 17:26:53;Martha;Informacao;S;S;00:04:35.251;BOM;
ID4376;2015-03-18 17:26:53;Martha;RegistroSinistro;S;S;00:05:21.607;BOM;
ID4377;2015-03-18 17:41:17;Stewart;Cotacao;S;S;00:05:51.631;RUIM;660
ID4378;2015-03-18 17:41:17;Jim;Informacao;S;N;;BOM;
ID4379;2015-03-19 09:15:50;Stewart;Informacao;S;S;00:06:48.138;BOM;5,5
ID4380;2015-03-19 09:15:50;Joe;Sugestao;S;S;00:05:33.728;BOM;42
ID4381;2015-03-19 09:47:31;Jim;Informacao;N;N;00:03:08.085;;
ID4382;2015-03-19 09:47:31;Becky;Cotacao;S;S;00:02:57.236;BOM;13
ID4383;2015-03-19 10:03:22;Becky;Sugestao;S;S;00:03:52.366;RUIM;1170
ID4384;2015-03-19 10:03:22;Stewart;Sugestao;S;S;00:01:56.405;BOM;
ID4385;2015-03-19 10:14:53;Becky;Sugestao;N;N;00:04:15.839;;
ID4386;2015-03-19 10:14:53;Martha;Cotacao;S;S;00:03:56.620;BOM;31
ID4387;2015-03-19 11:12:29;Greg;Reclamacao;S;S;00:03:28.794;RUIM;240
ID4388;2015-03-19 11:12:29;Becky;Sugestao;N;N;00:03:00.123;;
ID4389;2015-03-19 11:13:55;Becky;Informacao;S;S;00:06:36.220;BOM;
ID4390;2015-03-19 11:13:55;Stewart;Sugestao;N;N;00:06:24.268;;
ID4391;2015-03-19 11:29:46;Dan;Informacao;S;S;00:06:52.877;BOM;
ID4392;2015-03-19 11:29:46;Jim;RegistroSinistro;S;S;;BOM;
ID4393;2015-03-19 12:14:24;Stewart;Sugestao;S;S;00:02:01.215;BOM;
ID4394;2015-03-19 12:14:24;Joe;Sugestao;S;S;00:03:33.125;BOM;24,6
ID4395;2015-03-19 12:27:22;Diane;Reclamacao;S;S;;RUIM;
ID4396;2015-03-19 12:27:22;Stewart;Reclamacao;S;S;00:05:29.130;RUIM;910
ID4397;2015-03-19 12:59:02;Jim;Sugestao;N;N;;;
ID4398;2015-03-19 12:59:02;Martha;RegistroSinistro;N;N;00:01:44.643;;
ID4399;2015-03-19 12:59:02;Joe;Cotacao;S;N;00:01:49.624;RUIM;1960
ID4400;2015-03-19 12:59:02;Greg;Reclamacao;S;S;00:03:26.335;BOM;
ID4401;2015-03-19 13:07:41;Stewart;Informacao;S;S;00:02:40.127;BOM;
ID4402;2015-03-19 13:07:41;Dan;Informacao;S;S;00:06:43.790;BOM;50,4
ID4403;2015-03-19 13:55:12;Diane;Cotacao;S;S;00:01:22.316;RUIM;1250
ID4404;2015-03-19 13:55:12;Joe;Informacao;N;N;00:03:08.605;;
ID4405;2015-03-19 14:18:14;Joe;Reclamacao;N;N;00:06:52.616;;
ID4406;2015-03-19 14:18:14;Diane;Reclamacao;S;S;00:06:45.353;BOM;
ID4407;2015-03-19 15:21:36;Jim;RegistroSinistro;S;S;00:03:47.442;RUIM;1820
ID4408;2015-03-19 15:21:36;Diane;Sugestao;N;N;00:00:40.090;;
ID4409;2015-03-19 15:24:29;Joe;Sugestao;S;S;00:06:00.031;RUIM;2040
ID4410;2015-03-19 15:24:29;Joe;Informacao;S;S;;BOM;
ID4411;2015-03-19 15:28:48;Martha;Informacao;S;S;00:05:13.365;BOM;42
ID4412;2015-03-19 15:28:48;Martha;Sugestao;S;S;00:03:46.234;RUIM;1190
ID4413;2015-03-19 15:34:34;Greg;Reclamacao;S;N;00:01:32.135;BOM;
ID4414;2015-03-19 15:34:34;Joe;RegistroSinistro;S;N;00:00:51.615;RUIM;2060
ID4415;2015-03-19 16:27:50;Becky;Informacao;S;S;00:06:10.897;BOM;51
ID4416;2015-03-19 16:27:50;Joe;Sugestao;S;S;00:06:59.934;BOM;48
ID4417;2015-03-19 16:33:36;Stewart;Sugestao;N;N;00:05:08.265;;
ID4418;2015-03-19 16:33:36;Greg;Informacao;S;S;00:04:50.472;BOM;60,6
ID4419;2015-03-19 16:43:41;Greg;Reclamacao;S;S;00:01:27.155;RUIM;710
ID4420;2015-03-19 16:43:41;Jim;RegistroSinistro;S;N;;RUIM;
ID4421;2015-03-20 09:05:46;Stewart;Reclamacao;N;N;00:02:27.163;;
ID4422;2015-03-20 09:05:46;Martha;Cotacao;S;S;00:05:57.583;BOM;23,5
ID4423;2015-03-20 09:57:36;Jim;Cotacao;S;S;00:02:05.220;BOM;21,5
ID4424;2015-03-20 09:57:36;Dan;Cotacao;S;S;00:04:18.949;BOM;29
ID4425;2015-03-20 10:17:46;Dan;Reclamacao;S;S;00:00:42.571;RUIM;220
ID4426;2015-03-20 10:17:46;Stewart;RegistroSinistro;N;N;;;
