"CLI_ID","COMPRAS","COMPRA_UNICA_VEZ","COMPRAS_PARCELADAS","FREQUENCIA_COMPRAS","FREQUENCIA_COMPRAS_UNICAS","FREQUENCIA_COMPRAS_PARCELADAS","TRANS_COMPRA","LIMITE_CREDITO"
16851,51,0,51,0.166667,0,0.083333,2,2900
16852,2274.46,1350.45,924.01,1,0.166667,1,48,6000
16854,0,0,0,0,0,0,0,2500
16855,53.36,0,53.36,0.25,0,0.166667,3,2500
16856,56.7,56.7,0,0.083333,0.083333,0,1,3000
16857,2435.09,518.05,1917.04,0.916667,0.083333,0.916667,25,7500
16858,0,0,0,0,0,0,0,4000
16859,71.22,0,71.22,0.25,0,0.25,3,1500
16860,1144.35,1077.45,66.9,0.416667,0.416667,0.166667,26,500
16861,0,0,0,0,0,0,0,3000
16862,242.01,122.01,120,0.416667,0.083333,0.333333,6,1500
16863,0,0,0,0,0,0,0,2500
16864,281.3,111.3,170,0.5,0.25,0.25,7,2000
16865,2530.48,1219.22,1311.26,0.75,0.5,0.666667,48,2500
16866,0,0,0,0,0,0,0,4500
16867,50.2,50.2,0,0.166667,0.166667,0,2,1000
16868,169.67,169.67,0,0.083333,0.083333,0,1,6000
16869,1654.94,464.5,1190.44,1,0.416667,1,51,7500
16870,0,0,0,0,0,0,0,3000
16871,39,0,39,0.166667,0,0.166667,2,1500
16872,111.8,111.8,0,0.083333,0.083333,0,1,1200
16873,3362.94,1560,1802.94,1,0.75,1,104,8500
16874,1680,0,1680,1,0,1,12,4500
16875,1500,0,1500,1,0,1,12,4500
16876,3837.1,1564.32,2272.78,1,0.416667,1,28,6000
16877,0,0,0,0,0,0,0,1800
16878,724.98,91.93,633.05,1,0.083333,1,20,1000
16880,0,0,0,0,0,0,0,1500
16881,4469.59,2836.63,1632.96,1,0.666667,1,67,4000
16882,130.26,0,130.26,0.5,0,0.5,10,2500
16883,0,0,0,0,0,0,0,2500
16884,1160.09,932.09,228,0.875,0.375,0.5,13,2000
16885,432,0,432,1,0,1,12,1500
16886,441.23,0,441.23,0.916667,0,0.833333,17,5000
16887,35.74,0,35.74,0.166667,0,0.166667,2,1500
16888,119,119,0,0.083333,0.083333,0,1,1800
16889,0,0,0,0,0,0,0,2000
16890,219.07,219.07,0,0.333333,0.333333,0,6,1800
16891,528.06,128.06,400,0.5,0.083333,0.333333,6,1800
16892,3214.19,297,2917.19,1,0.083333,1,42,4000
16893,2634.37,1773.4,860.97,0.333333,0.333333,0.333333,24,4000
16894,766.56,175,591.56,0.833333,0.083333,0.666667,11,2900
16895,144.77,79.99,64.78,0.333333,0.083333,0.166667,4,10000
16896,349.25,0,349.25,0.916667,0,0.833333,11,1500
16897,1674.32,1200.7,473.62,1,0.8,0.9,69,1500
16898,819.15,774.15,45,0.25,0.166667,0.083333,6,5000
16899,465.5,0,513,0.25,0,0.166667,6,2500
16900,19.96,19.96,0,0.083333,0.083333,0,1,3500
16901,3129.67,2229.42,900.25,1,0.333333,1,39,5000
16902,426,0,426,0.333333,0,0.222222,3,2500
16903,398.64,0,398.64,1,0,1,12,2500
16904,0,0,0,0,0,0,0,6000
16905,729.6,0,729.6,1,0,1,22,2500
16906,0,0,0,0,0,0,0,6000
16907,520.3,424.5,95.8,0.5,0.083333,0.333333,6,4000
16908,312.66,204,108.66,0.25,0.166667,0.083333,6,1800
16909,430.43,0,430.43,0.5,0,0.416667,10,2500
16910,1171.5,1003.54,167.96,0.75,0.75,0.333333,26,4000
16911,497.15,497.15,0,0.416667,0.416667,0,6,1200
16912,571.52,0,571.52,1,0,1,44,3000
16913,43.08,43.08,0,0.142857,0.142857,0,2,300
16914,740.73,324.88,415.85,0.583333,0.25,0.333333,9,5000
16915,449,449,0,0.416667,0.416667,0,7,3500
16916,235.9,47,188.9,0.833333,0.083333,0.75,11,2000
16917,0,0,0,0,0,0,0,1000
16918,1638.3,0,1638.3,1,0,1,35,6000
16919,666.68,0,666.68,0.333333,0,0.333333,4,900
16920,1510,0,1510,0.833333,0,0.833333,11,3500
16921,822.96,156,666.96,0.5,0.166667,0.416667,18,1200
16922,404.24,404.24,0,0.083333,0.083333,0,1,1500
16923,922.74,0,922.74,1,0,1,69,3000
16924,185,185,0,0.083333,0.083333,0,2,2500
16925,482.8,322.98,159.82,1,0.25,1,17,4500
16926,467.7,467.7,0,0.416667,0.416667,0,13,3000
16927,264.8,0,264.8,0.416667,0,0.333333,5,1000
16928,258.36,0,258.36,0.857143,0,0.714286,6,1500
16929,66.25,0,66.25,0.416667,0,0.416667,5,2500
16930,148,148,0,0.083333,0.083333,0,1,6100
16931,0,0,0,0,0,0,0,6500
16932,647.69,483.59,164.1,0.666667,0.25,0.333333,12,1000
16933,1776.76,0,1776.76,1,0,0.916667,22,9600
16934,2576.81,2576.81,0,0.583333,0.583333,0,34,3750
16935,7654.81,6984.29,670.52,0.666667,0.666667,0.333333,45,7000
16936,32.22,0,32.22,0.083333,0,0.083333,1,6000
16937,2133.15,1272.55,860.6,1,0.583333,0.916667,53,5900
16938,3497.99,626.85,2871.14,1,0.416667,1,130,3000
16939,345.66,45.65,300.01,0.75,0.083333,0.75,10,1000
16940,1478.98,934.6,544.38,0.916667,0.25,0.833333,27,3000
16941,480,0,480,0.75,0,0.666667,12,1400
16942,227.56,177.56,50,0.083333,0.083333,0.083333,2,3000
16943,569.94,141.4,428.54,0.75,0.166667,0.583333,10,2900
16944,596.5,0,596.5,0.833333,0,0.833333,10,3000
16945,698.44,95.14,603.3,0.666667,0.166667,0.5,16,6000
16946,166.38,116.38,50,0.4,0.2,0.2,5,5000
16947,0,0,0,0,0,0,0,5000
16948,83.31,0,83.31,0.083333,0,0.083333,3,2000
16949,182.28,182.28,0,0.25,0.25,0,8,1300
16950,71.48,71.48,0,0.083333,0.083333,0,1,700
16951,165.09,0,165.09,0.75,0,0.75,9,5000
16952,102.75,0,102.75,0.833333,0,0.75,10,3000
16953,343.22,343.22,0,0.25,0.25,0,4,1200
16954,1482.18,1482.18,0,0.333333,0.333333,0,6,1500
16955,0,0,0,0,0,0,0,2000
16956,0,0,0,0,0,0,0,800
16957,1039.92,0,1039.92,1,0,1,12,1000
16958,0,0,0,0,0,0,0,1500
16959,0,0,0,0,0,0,0,900
16960,736,736,0,0.222222,0.222222,0,2,1500
16961,45.65,45.65,0,0.083333,0.083333,0,1,1000
16962,103,103,0,0.166667,0.166667,0,2,1500
16963,21.99,0,21.99,0.090909,0,0.090909,1,4000
16964,107,107,0,0.083333,0.083333,0,1,4000
16965,831.6,0,831.6,1,0,1,51,2500
16966,675,0,675,0.666667,0,0.666667,12,1000
16967,225,0,225,1,0,1,12,2700
16968,0,0,0,0,0,0,0,1200
16969,999.97,807.71,192.26,0.75,0.416667,0.416667,17,7500
16970,494.04,0,494.04,0.727273,0,0.727273,12,1000
16971,990.33,990.33,0,0.333333,0.333333,0,8,4000
16972,208.6,0,208.6,0.833333,0,0.75,10,1000
16973,0,0,0,0,0,0,0,2000
16974,0,0,0,0,0,0,0,2950
16975,0,0,0,0,0,0,0,1400
16976,6341.55,3232.26,3109.29,1,0.75,1,118,5000
16977,1200,1200,0,0.125,0.125,0,1,1200
16978,426.25,0,653.55,0.5,0,0.5,19,1200
16979,239.26,0,239.26,0.75,0,0.75,9,3000
16980,0,0,0,0,0,0,0,4000
16981,134.6,0,134.6,0.571429,0,0.428571,4,3000
16982,115.91,45.65,70.26,0.5,0.083333,0.5,7,1900
16983,1800,0,1800,0.888889,0,0.888889,9,1000
16984,62,0,62,0.166667,0,0.083333,2,3000
16985,145.58,0,145.58,0.833333,0,0.833333,11,1000
16986,3181.47,1588.78,1592.69,0.9,0.5,0.6,55,2100
16987,1446.44,1093.24,353.2,0.727273,0.363636,0.636364,17,3500
16988,0,0,0,0,0,0,0,700
16989,200,0,200,0.5,0,0.416667,6,3000
16990,0,0,0,0,0,0,0,2000
16991,339.11,611.65,12.41,0.416667,0.5,0.083333,5,6500
16992,311.8,0,311.8,0.666667,0,0.666667,8,2500
16993,468.6,0,468.6,0.833333,0,0.75,10,1200
16994,0,0,0,0,0,0,0,9000
16995,1870.8,1148.75,722.05,0.5,0.166667,0.416667,11,5000
16996,473.62,340.48,133.14,0.5,0.25,0.166667,6,1800
16997,1244.37,83.53,1160.84,0.833333,0.083333,0.833333,21,1800
16998,963.9,607.28,356.62,0.5,0.083333,0.5,10,3000
16999,650,650,0,0.083333,0.083333,0,1,2500
17000,351.5,0,351.5,0.5,0,0.416667,9,3000
17001,45,0,45,0.083333,0,0.083333,2,3000
17002,295.83,0,295.83,1,0,0.888889,9,1000
17003,197.21,197.21,0,0.083333,0.083333,0,1,1500
17004,167.22,0,167.22,0.416667,0,0.416667,5,4000
17005,0,0,0,0,0,0,0,1500
17006,2811.86,2006.8,805.06,1,0.916667,0.583333,51,800
17007,30.57,0,30.57,0.083333,0,0.083333,1,4000
17008,385.76,0,385.76,1,0,1,18,5000
17009,501.88,25,476.88,1,0.083333,1,13,2000
17010,0,0,0,0,0,0,0,6000
17011,541.75,541.75,0,0.25,0.25,0,12,1800
17012,1861.74,1861.74,0,0.25,0.25,0,31,3000
17013,947.07,815.07,132,0.666667,0.583333,0.416667,17,3000
17014,0,0,0,0,0,0,0,10500
17015,2219.39,287,1932.39,1,0.333333,0.916667,37,2000
17016,1086.26,0,1086.26,1,0,1,34,4500
17017,210.09,128.4,81.69,0.363636,0.363636,0.272727,9,2000
17018,1682.36,1440.14,242.22,0.666667,0.333333,0.416667,19,1900
17019,237,0,237,1,0,0.916667,12,5000
17020,0,0,0,0,0,0,0,3500
17021,729.47,566.52,162.95,0.75,0.583333,0.166667,22,1500
17022,80,0,80,0.166667,0,0.166667,4,5000
17023,2542.75,1187.23,1355.52,1,0.25,1,34,7000
17024,359.5,0,359.5,0.416667,0,0.416667,7,5000
17025,1890.09,1013.3,876.79,0.9,0.5,0.8,25,4000
17026,334.9,0,334.9,1,0,0.916667,12,10000
17027,1050.6,1050.6,0,0.583333,0.583333,0,21,1500
17028,84,0,84,0.166667,0,0.166667,4,5000
17029,0,0,0,0,0,0,0,1500
17030,0,0,0,0,0,0,0,2000
17031,319.34,319.34,0,0.125,0.125,0,1,1200
17032,1158.02,325.52,832.5,0.416667,0.166667,0.333333,11,2000
17033,80.43,0,80.43,0.272727,0,0.181818,3,1000
17034,1768.05,0,1768.05,1,0,1,18,5000
17035,480.7,0,480.7,0.909091,0,0.909091,10,2500
17036,0,0,0,0,0,0,0,1500
17037,285.24,0,285.24,0.5,0,0.5,9,1200
17038,329.86,157,172.86,0.916667,0.083333,0.916667,22,5000
17039,0,0,0,0,0,0,0,9000
17040,366.66,0,366.66,0.166667,0,0.083333,2,500
17041,70,0,70,0.4,0,0.3,4,1200
17042,0,0,0,0,0,0,0,1000
17043,99.77,54.13,45.64,0.166667,0.166667,0.083333,4,1500
17044,1499.94,0,1499.94,0.75,0,0.666667,9,5000
17045,5629.41,0,6229.41,0.916667,0,1,82,6000
17046,0,0,0,0,0,0,0,6000
17047,466.67,0,466.67,0.5,0,0.416667,15,1500
17048,445.7,0,445.7,0.833333,0,0.833333,10,2500
17049,2619.2,2472.56,146.64,0.75,0.666667,0.25,19,4000
17050,47.79,47.79,0,0.25,0.083333,0,1,1200
17051,370.4,235.4,135,0.333333,0.25,0.25,6,8500
17052,0,0,0,0,0,0,0,2500
17053,637.97,45.65,592.32,1,0.083333,1,25,1000
17054,102,102,0,0.166667,0.166667,0,2,1200
17055,0,0,0,0,0,0,0,2500
17056,19.88,19.88,0,0.083333,0.083333,0,2,900
17057,1059.26,924.26,135,0.833333,0.833333,0.25,24,1200
17058,29.9,29.9,0,0.083333,0.083333,0,1,6000
17059,268.68,0,268.68,1,0,1,12,3500
17060,0,0,0,0,0,0,0,2000
17062,499.98,0,499.98,0.857143,0,0.714286,6,1500
17063,0,0,0,0,0,0,0,2000
17064,616.95,452.88,164.07,0.833333,0.333333,0.666667,15,2000
17065,126.6,0,126.6,0.5,0,0.416667,6,2900
17066,0,0,0,0,0,0,0,1500
17067,0,0,0,0,0,0,0,2000
17068,1313,1313,0,0.583333,0.583333,0,29,1200
17069,51.7,0,51.7,0.25,0,0.25,3,2500
17070,431.28,431.28,0,0.083333,0.083333,0,1,3000
17071,62.25,0,62.25,0.083333,0,0.083333,1,1500
17072,1675.91,947.7,728.21,0.9,0.2,0.8,26,10000
17073,0,0,0,0,0,0,0,2500
17074,574.95,121.3,453.65,0.666667,0.166667,0.5,10,1500
17075,73.17,0,73.17,0.3,0,0.3,3,2900
17076,630.42,342.53,287.89,1,1,1,31,4000
17077,389.44,0,389.44,0.727273,0,0.727273,8,2500
17078,229,229,0,0.083333,0.083333,0,1,8000
17079,479.96,0,479.96,1,0,1,35,2500
17080,0,0,0,0,0,0,0,1800
17081,0,0,0,0,0,0,0,1200
17082,1342.31,241.75,1100.56,0.583333,0.166667,0.583333,23,8000
17083,0,0,0,0,0,0,0,1000
17084,3248.83,1933.93,1314.9,0.833333,0.583333,0.416667,38,6500
17085,247.92,0,247.92,1,0,1,12,4000
17086,1551.27,944.77,606.5,1,0.333333,0.916667,26,6500
17087,71.99,0,71.99,0.166667,0,0.166667,2,7500
17088,172.61,172.61,0,0.166667,0.166667,0,3,7000
17089,79.8,79.8,0,0.1,0.1,0,1,2500
17090,0,0,0,0,0,0,0,1000
17091,210.8,0,210.8,0.833333,0,0.833333,10,2500
17092,547.46,457.46,90,0.909091,0.636364,0.454545,23,900
17093,381.2,0,381.2,0.916667,0,0.916667,18,2500
17094,1000,1000,0,0.333333,0.333333,0,4,6000
17095,1666.2,0,1666.2,1,0,1,60,1500
17096,773.36,119.8,653.56,0.333333,0.083333,0.25,7,3000
17097,0,0,0,0,0,0,0,1500
17098,229.25,0,229.25,0.583333,0,0.583333,7,7500
17099,0,0,0,0,0,0,0,3500
17100,684.24,0,684.24,1,0,1,37,1000
17101,848,848,0,0.166667,0.166667,0,3,4500
17102,416.76,0,416.76,0.583333,0,0.583333,10,1000
17103,0,0,0,0,0,0,0,1200
17104,0,0,0,0,0,0,0,1200
17105,4689.03,4071.13,617.9,0.916667,0.833333,0.75,39,5000
17106,150,0,150,0.333333,0,0.25,6,1200
17107,1169,0,1169,1,0,1,24,1900
17108,114,114,0,0.083333,0.083333,0,1,4000
17109,35,0,35,0.166667,0,0.166667,2,7500
17110,1067.5,850.6,216.9,0.7,0.5,0.2,8,4000
17111,427.5,0,427.5,1,0,1,23,1500
17112,1002,0,1002,0.333333,0,0.25,4,1500
17113,468.36,249,219.36,0.666667,0.083333,0.666667,9,6000
17114,223.6,55.6,168,0.75,0.75,0.083333,11,4500
17115,0,0,0,0,0,0,0,3500
17116,0,0,0,0,0,0,0,1000
17117,376.2,0,376.2,1,0,1,24,1500
17118,2443.2,0,2443.2,0.833333,0,0.833333,38,6000
17119,668.27,0,668.27,0.583333,0,0.5,8,4000
17120,76,0,76,0.166667,0,0.166667,4,5000
17121,0,0,0,0,0,0,0,6500
17122,1348.41,546.21,802.2,0.666667,0.416667,0.5,25,1300
17123,0,0,0,0,0,0,0,1200
17124,595.86,284.5,311.36,0.583333,0.166667,0.5,21,1000
17125,363.38,0,363.38,0.833333,0,0.666667,6,1200
17126,1235.39,1235.39,0,0.916667,0.916667,0,41,2000
17127,570.96,0,570.96,1,0,0.833333,6,1000
17128,0,0,0,0,0,0,0,6000
17129,320,0,320,1,0,0.875,8,1000
17130,0,0,0,0,0,0,0,2500
17131,0,0,0,0,0,0,0,700
17132,0,0,0,0,0,0,0,5500
17133,2996.92,2282.59,714.33,1,0.916667,0.75,95,5000
17134,0,0,0,0,0,0,0,1400
17135,110,0,110,0.166667,0,0.166667,2,1000
17136,502.54,502.54,0,0.416667,0.416667,0,8,450
17137,578,0,578,0.666667,0,0.666667,8,5000
17138,151.69,151.69,0,0.083333,0.083333,0,2,2000
17139,1690.93,1690.93,0,0.6,0.6,0,25,1200
17140,0,0,0,0,0,0,0,50
17141,930,0,930,0.6,0,0.5,6,1000
17142,356.27,1.4,354.87,0.25,0.166667,0.166667,6,6500
17143,163.2,0,163.2,0.75,0,0.75,9,3000
17144,0,0,0,0,0,0,0,1500
17145,0,0,0,0,0,0,0,1200
17146,924.34,538.06,386.28,0.75,0.25,0.666667,15,1200
17147,0,0,0,0,0,0,0,700
17148,0,0,0,0,0,0,0,8500
17149,573.36,455,118.36,0.25,0.083333,0.166667,4,1100
17150,680,0,680,0.727273,0,0.636364,8,3500
17151,45.65,45.65,0,0.083333,0.083333,0,1,1800
17152,91,46,45,0.5,0.083333,0.416667,7,3000
17153,69.8,69.8,0,0.090909,0.090909,0,1,7000
17154,569.2,315.87,253.33,0.5,0.333333,0.25,12,5000
17156,245.77,245.77,0,0.083333,0.083333,0,1,3000
17157,986,0,986,1,0,0.8,10,1000
17158,0,0,0,0,0,0,0,2500
17159,72.9,0,72.9,0.555556,0,0.444444,5,5000
17160,833.36,0,833.36,1,0,1,30,1500
17161,619.59,619.59,0,0.083333,0.083333,0,1,4000
17162,393.29,45.65,347.64,1,0.083333,1,13,1000
17163,383.45,0,383.45,0.583333,0,0.5,17,1800
17164,617.98,617.98,0,0.333333,0.333333,0,13,1200
17165,1187.42,1187.42,0,0.916667,0.916667,0,11,6000
17166,0,0,0,0,0,0,0,4500
17167,464.95,134.9,330.05,0.75,0.166667,0.416667,14,1000
17168,1385.56,250,1135.56,1,0.166667,1,39,4500
17169,294.28,0,294.28,0.333333,0,0.25,8,2500
17170,673.1,646.61,26.49,1,1,0.083333,18,6000
17172,187.5,0,187.5,0.5,0,0.416667,6,2000
17173,274.92,0,274.92,1,0,1,12,1000
17174,770.05,109.4,660.65,0.916667,0.083333,0.833333,23,1500
17175,398.98,0,398.98,0.5,0,0.333333,6,2500
17176,41.2,41.2,0,0.083333,0.083333,0,1,2000
17177,4085.81,3157.31,928.5,0.833333,0.5,0.5,31,7500
17178,643.6,0,643.6,0.833333,0,0.75,13,1400
17179,1019.33,180,839.33,1,0.083333,1,54,5000
17180,134.97,0,134.97,0.25,0,0.25,6,4000
17181,2863.31,2407.53,455.78,1,0.583333,0.75,27,1500
17182,76.51,50.93,25.58,0.166667,0.166667,0.166667,2,2500
17183,4655.55,3299.43,1356.12,0.75,0.5,0.666667,44,6500
17184,450,0,450,0.5,0,0.416667,6,3000
17185,155.96,0,155.96,0.333333,0,0.333333,8,1200
17186,0,0,0,0,0,0,0,4000
17187,144.94,0,144.94,0.333333,0,0.25,7,5000
17188,84.99,84.99,0,0.166667,0.166667,0,2,2000
17189,650.04,0,650.04,1,0,1,24,2000
17190,891.28,0,891.28,0.5,0,0.5,6,10000
17191,1958.59,1537.82,420.77,1,0.166667,1,23,4000
17192,1.4,1.4,0,0.166667,0.166667,0,2,4500
17193,77,77,0,0.083333,0.083333,0,1,300
17194,0,0,0,0,0,0,0,4000
17195,1004.98,474.58,530.4,0.833333,0.25,0.75,34,1800
17196,990.73,990.73,0,0.25,0.25,0,9,4000
17197,630.03,630.03,0,0.083333,0.083333,0,1,3000
17198,150,0,150,0.333333,0,0.333333,6,1000
17199,4337.19,2910.63,1426.56,1,0.916667,1,80,2500
17200,391.32,0,391.32,1,0,0.916667,12,1000
17201,0,0,0,0,0,0,0,4500
17202,0,0,0,0,0,0,0,5000
17203,0,0,0,0,0,0,0,4000
17204,2961.46,1961.46,1000,0.833333,0.833333,0.333333,23,1600
17205,776.92,776.92,0,0.833333,0.833333,0,10,3000
17206,0,0,0,0,0,0,0,1200
17207,1108.36,869.16,239.2,0.75,0.416667,0.666667,14,3000
17208,373.34,310,63.34,0.333333,0.25,0.083333,4,5000
17209,213.75,0,213.75,0.75,0,0.666667,9,2500
17210,1632.88,1508.9,123.98,0.75,0.583333,0.166667,30,6500
17211,450.45,323.8,126.65,0.583333,0.166667,0.333333,9,3000
17212,0,0,0,0,0,0,0,1500
17213,796.56,0,796.56,1,0,1,12,2500
17214,1503.26,1192.26,311,0.583333,0.166667,0.416667,8,4000
17215,0,0,0,0,0,0,0,2500
17216,961.86,0,961.86,1,0,1,34,5000
17217,50.37,0,50.37,0.25,0,0.25,3,2000
17218,0,0,0,0,0,0,0,6500
17219,342.74,0,342.74,1,0,1,20,2000
17220,1063.65,420.24,643.41,1,0.25,1,29,7000
17221,3173.5,0,3173.5,1,0,0.909091,11,1000
17222,424.44,0,424.44,1,0,1,12,2500
17223,701.52,0,701.52,0.583333,0,0.5,13,1500
17224,0,0,0,0,0,0,0,6500
17225,0,0,0,0,0,0,0,1200
17226,589.94,0,589.94,1,0,1,23,5000
17227,332.5,0,332.5,0.25,0,0.166667,6,3000
17228,313.25,0,313.25,0.583333,0,0.583333,7,3000
17229,1055.7,0,1055.7,1,0,1,14,5000
17230,1337.18,86.6,1250.58,1,0.166667,0.916667,23,4500
17231,0,0,0,0,0,0,0,4800
17232,229,229,0,0.083333,0.083333,0,1,5000
17233,0,0,0,0,0,0,0,1200
17234,170,170,0,0.166667,0.166667,0,1,1200
17235,912.98,912.98,0,0.333333,0.333333,0,3,1200
17236,45,45,0,0.5,0.5,0,9,1500
17237,26784.62,26514.32,270.3,0.583333,0.5,0.083333,33,30000
17239,111.84,0,111.84,0.916667,0,0.916667,11,1500
17240,1691.22,0,1691.22,0.833333,0,0.75,24,3000
17241,96.69,96.69,0,1,1,0,14,1500
17242,901.6,901.6,0,0.75,0.75,0,24,10750
17243,610.47,0,610.47,0.818182,0,0.727273,9,2000
17244,278,0,278,0.666667,0,0.666667,8,1000
17245,217.5,217.5,0,0.083333,0.083333,0,2,3000
17246,0,0,0,0,0,0,0,500
17247,503.92,370.3,133.62,0.777778,0.444444,0.666667,14,2500
17248,0,0,0,0,0,0,0,3000
17249,0,0,0,0,0,0,0,6500
17250,1242.55,0,1242.55,0.583333,0,0.583333,14,2000
17251,860.95,860.95,0,0.583333,0.583333,0,10,800
17252,622.03,0,622.03,1,0,1,17,1800
17253,0,0,0,0,0,0,0,1500
17254,400,0,400,1,0,0.9,10,1200
17255,556.52,537,19.52,0.166667,0.083333,0.083333,2,3000
17256,0,0,0,0,0,0,0,4500
17257,0,0,0,0,0,0,0,1500
17258,0,0,0,0,0,0,0,2500
17259,682.64,0,682.64,0.666667,0,0.583333,16,2000
17260,209.62,0,209.62,0.666667,0,0.583333,8,3000
17261,341.37,0,341.37,0.583333,0,0.5,7,2500
17262,0,0,0,0,0,0,0,2500
17263,449.86,0,449.86,1,0,1,19,1000
17264,1118.91,1118.91,0,0.583333,0.583333,0,15,1800
17265,74.99,0,74.99,0.25,0,0.166667,4,4500
17266,250.72,250.72,0,0.5,0.5,0,6,6500
17267,0,0,0,0,0,0,0,500
17268,0,0,0,0,0,0,0,1200
17269,46.65,46.65,0,0.083333,0.083333,0,1,3000
17270,3482.9,1350.8,2132.1,0.916667,0.666667,1,39,7500
17271,947.97,0,947.97,1,0,1,28,5000
17272,0,0,0,0,0,0,0,2500
17273,1976.5,1276.5,700,1,0.545455,0.727273,18,1500
17274,207,0,207,1,0,1,12,2500
17275,93.6,0,93.6,0.25,0,0.25,3,1900
17276,199.32,0,199.32,1,0,1,12,1500
17277,269.34,78,191.34,0.666667,0.083333,0.583333,11,2000
17278,1259.93,1134.96,124.97,0.416667,0.333333,0.25,11,2500
17279,286.56,0,286.56,0.25,0,0.25,3,1500
17280,319.34,0,319.34,0.333333,0,0.333333,6,2700
17281,237.66,0,237.66,0.25,0,0.166667,3,3000
17282,142,12,130,0.416667,0.083333,0.333333,5,1200
17283,380.1,0,380.1,0.416667,0,0.416667,5,2500
17284,667.39,214.53,452.86,0.636364,0.181818,0.545455,12,6000
17285,166.63,0,166.63,0.083333,0,0.083333,1,6000
17286,1659.13,1341.29,317.84,0.75,0.333333,0.5,36,5000
17287,0,0,0,0,0,0,0,1200
17288,368.84,0,368.84,0.5,0,0.416667,6,3000
17289,234,0,234,0.625,0,0.625,6,1500
17290,3148.36,2415.75,732.61,1,1,0.833333,63,4000
17291,158,90,68,0.333333,0.083333,0.333333,5,900
17292,302.91,302.91,0,1,1,0,12,3000
17293,195,0,195,0.416667,0,0.416667,9,2000
17294,750.02,588.02,162,0.75,0.375,0.625,13,1200
17295,1944.26,700,1244.26,0.5,0.083333,0.416667,10,2700
17296,74,0,74,0.166667,0,0.083333,2,6000
17297,0,0,0,0,0,0,0,3000
17298,952.02,445.08,506.94,0.583333,0.25,0.583333,26,4000
17299,84.05,0,84.05,0.416667,0,0.416667,5,4000
17300,0,0,0,0,0,0,0,3000
17302,0,0,0,0,0,0,0,1500
17303,844.45,844.45,0,0.416667,0.416667,0,6,3000
17304,3670.46,2603.58,1066.88,1,0.75,1,82,4000
17305,0,0,0,0,0,0,0,1200
17306,664.83,0,664.83,0.666667,0,0.583333,11,2500
17307,582.6,0,582.6,1,0,1,12,3000
17308,1024.75,0,1024.75,1,0,1,39,1200
17309,862.95,862.95,0,0.333333,0.333333,0,5,1900
17310,220.7,0,220.7,0.833333,0,0.75,12,3000
17311,4349.38,4026.08,323.3,0.833333,0.666667,0.583333,31,3000
17312,124.65,124.65,0,0.166667,0.166667,0,2,600
17313,252,0,252,0.583333,0,0.583333,7,2500
17314,182.16,0,182.16,0.666667,0,0.583333,8,5000
17315,5244.8,2089.74,3155.06,1,0.75,1,70,12500
17316,335,99,236,0.416667,0.166667,0.333333,10,1000
17317,2783.03,2007.26,775.77,0.777778,0.777778,0.666667,32,2000
17318,283.02,0,283.02,1,0,0.833333,6,1000
17319,218.76,0,218.76,1,0,1,12,5000
17320,4258.57,3121.93,1136.64,0.916667,0.416667,0.75,30,5000
17321,384,0,384,1,0,1,12,1500
17322,0,0,0,0,0,0,0,3000
17323,88.89,88.89,0,0.166667,0.166667,0,2,1500
17324,0,0,0,0,0,0,0,700
17325,0,0,0,0,0,0,0,9000
17326,0,0,0,0,0,0,0,10000
17327,1410.35,695.45,714.9,1,0.333333,1,29,2500
17328,0,0,0,0,0,0,0,500
17329,772.8,772.8,0,0.6,0.6,0,9,1200
17330,1175.88,0,1175.88,0.75,0,0.75,10,2000
17331,604.52,178.16,426.36,1,0.25,1,17,1400
17332,248.1,110.8,137.3,0.25,0.166667,0.083333,7,1200
17334,55,0,55,0.333333,0,0.333333,4,1500
17335,109.16,35,74.16,0.666667,0.083333,0.666667,9,4000
17336,141.12,0,141.12,0.583333,0,0.5,7,5000
17337,533.73,213.98,319.75,0.666667,0.416667,0.333333,21,1500
17338,0,0,0,0,0,0,0,1700
17339,865.07,0,865.07,0.5,0,0.5,46,5000
17340,133.35,0,133.35,0.083333,0,0.083333,1,2500
17341,81.12,0,81.12,0.25,0,0.166667,3,4000
17342,234.48,0,234.48,1,0,1,12,2500
17343,1986.7,0,1986.7,0.5,0,0.5,6,700
17344,2159.68,598.02,1561.66,1,0.333333,1,46,3000
17345,169.56,0,169.56,0.75,0,0.666667,9,2500
17346,4266.25,2214.05,2052.2,1,1,1,67,4000
17347,458,458,0,0.166667,0.166667,0,2,3000
17348,2371.92,0,2371.92,1,0,1,12,2000
17349,64.12,0,64.12,0.583333,0,0.5,7,2000
17350,0,0,0,0,0,0,0,7000
17351,211.05,211.05,0,0.333333,0.333333,0,4,3000
17352,265.18,154.9,110.28,0.454545,0.090909,0.272727,7,1500
17353,588,0,588,1,0,1,12,2500
17354,0,0,0,0,0,0,0,1000
17355,100,100,0,0.090909,0.090909,0,1,2000
17356,505.79,112.49,393.3,0.916667,0.166667,0.75,12,5000
17357,779.35,779.35,0,0.4,0.4,0,7,1200
17358,339.69,0,339.69,0.25,0,0.166667,6,1200
17359,0,0,0,0,0,0,0,2000
17360,89.75,0,89.75,0.416667,0,0.416667,5,4000
17361,190,190,0,0.111111,0.111111,0,1,1200
17362,264,264,0,0.166667,0.166667,0,3,5000
17363,0,0,0,0,0,0,0,1200
