id_chamada;data;agente;tipo_solicitacao;atendido;resolvido;duracao_conversa;tempo_espera;indice_satisfacao
ID3603;04/03/2015 13:36;Greg;RegistroSinistro;N;N;;;
ID3604;04/03/2015 13:36;Diane;RegistroSinistro;S;S;383;;BOM
ID3605;04/03/2015 13:40;Joe;Cotacao;S;N;;;RUIM
ID3606;04/03/2015 13:40;Joe;Sugestao;S;S;;;BOM
ID3607;04/03/2015 14:16;Martha;Informacao;S;S;;;RUIM
ID3608;04/03/2015 14:16;Stewart;Cotacao;S;S;120;1200.00;RUIM
ID3609;04/03/2015 14:49;Dan;Cotacao;N;N;320;;
ID3610;04/03/2015 14:49;Joe;RegistroSinistro;S;S;381;25.80;BOM
ID3611;04/03/2015 15:00;Jim;Cotacao;S;S;;;BOM
ID3612;04/03/2015 15:00;Jim;Cotacao;S;S;329;48.60;BOM
ID3613;04/03/2015 15:30;Martha;Reclamacao;S;S;134;61.80;BOM
ID3614;04/03/2015 15:30;Joe;Informacao;S;S;351;6.60;BOM
ID3615;04/03/2015 15:36;Joe;RegistroSinistro;S;N;271;1520.00;RUIM
ID3616;04/03/2015 15:36;Becky;Sugestao;S;S;377;;BOM
ID3617;04/03/2015 15:36;Diane;Sugestao;S;S;210;15.60;BOM
ID3618;04/03/2015 15:36;Diane;Informacao;S;N;333;37.80;BOM
ID3619;04/03/2015 16:06;Greg;Cotacao;S;S;148;36.60;BOM
ID3620;04/03/2015 16:06;Becky;RegistroSinistro;S;S;413;980.00;RUIM
ID3621;04/03/2015 16:17;Greg;RegistroSinistro;S;S;;;RUIM
ID3622;04/03/2015 16:17;Martha;RegistroSinistro;S;S;177;32.40;BOM
ID3623;04/03/2015 16:30;Diane;Cotacao;S;S;;;BOM
ID3624;04/03/2015 16:30;Martha;Sugestao;S;S;;;BOM
ID3625;04/03/2015 16:36;Dan;Informacao;N;N;186;;
ID3626;04/03/2015 16:36;Becky;Informacao;S;S;115;10.20;BOM
ID3627;04/03/2015 16:56;Dan;RegistroSinistro;S;S;;;BOM
ID3628;04/03/2015 16:56;Jim;Sugestao;S;N;142;1520.00;RUIM
ID3629;04/03/2015 17:15;Greg;Informacao;S;S;331;40.00;BOM
ID3630;04/03/2015 17:15;Jim;Informacao;S;N;327;31.50;BOM
ID3631;04/03/2015 17:22;Martha;Informacao;S;S;145;1680.00;RUIM
ID3632;04/03/2015 17:22;Stewart;Cotacao;N;N;;;
ID3633;04/03/2015 17:25;Becky;Reclamacao;S;S;159;;BOM
ID3634;04/03/2015 17:25;Martha;Reclamacao;S;S;;;BOM
ID3635;04/03/2015 17:39;Becky;RegistroSinistro;S;S;;;BOM
ID3636;04/03/2015 17:39;Jim;Cotacao;S;S;198;;BOM
ID3637;05/03/2015 10:24;Becky;Sugestao;S;N;211;31.00;BOM
ID3638;05/03/2015 10:24;Becky;Reclamacao;S;S;112;20.40;BOM
ID3639;05/03/2015 10:46;Diane;Cotacao;S;S;;;BOM
ID3640;05/03/2015 10:46;Diane;RegistroSinistro;S;S;;;RUIM
ID3641;05/03/2015 10:52;Greg;Sugestao;S;S;;;BOM
ID3642;05/03/2015 10:52;Jim;Cotacao;S;S;255;;BOM
ID3643;05/03/2015 11:15;Greg;RegistroSinistro;S;S;241;710.00;RUIM
ID3644;05/03/2015 11:15;Becky;RegistroSinistro;S;S;;;RUIM
ID3645;05/03/2015 11:24;Martha;Cotacao;S;S;;;RUIM
ID3646;05/03/2015 11:24;Diane;Sugestao;S;N;119;50.40;BOM
ID3647;05/03/2015 11:44;Jim;Cotacao;S;S;51;65.40;BOM
ID3648;05/03/2015 11:44;Becky;Reclamacao;S;S;191;;BOM
ID3649;05/03/2015 12:11;Diane;Sugestao;N;N;104;;
ID3650;05/03/2015 12:11;Stewart;Cotacao;S;S;386;30.60;BOM
ID3651;05/03/2015 12:31;Joe;Informacao;S;S;243;1100.00;RUIM
ID3652;05/03/2015 12:31;Jim;Cotacao;S;S;204;1580.00;RUIM
ID3653;05/03/2015 12:41;Joe;Reclamacao;S;N;390;2300.00;RUIM
ID3654;05/03/2015 12:41;Stewart;Sugestao;S;S;200;;BOM
ID3655;05/03/2015 12:47;Diane;RegistroSinistro;S;S;;;BOM
ID3656;05/03/2015 12:47;Stewart;Cotacao;S;S;308;1000.00;RUIM
ID3657;05/03/2015 12:50;Becky;Sugestao;S;S;;;BOM
ID3658;05/03/2015 12:50;Jim;Reclamacao;N;N;307;;
ID3659;05/03/2015 13:26;Stewart;Sugestao;S;S;348;57.60;BOM
ID3660;05/03/2015 13:26;Martha;RegistroSinistro;S;S;257;;BOM
ID3661;05/03/2015 13:42;Joe;Cotacao;S;S;330;1140.00;RUIM
ID3662;05/03/2015 13:42;Dan;Sugestao;S;S;352;;BOM
ID3663;05/03/2015 14:13;Becky;RegistroSinistro;S;S;;;BOM
ID3664;05/03/2015 14:13;Dan;Sugestao;S;S;80;;BOM
ID3665;05/03/2015 14:22;Stewart;Informacao;S;S;335;;BOM
ID3666;05/03/2015 14:22;Jim;Sugestao;S;S;258;180.00;RUIM
ID3667;05/03/2015 15:15;Jim;Reclamacao;S;S;61;;BOM
ID3668;05/03/2015 15:15;Becky;RegistroSinistro;N;N;93;;
ID3669;05/03/2015 15:51;Becky;RegistroSinistro;S;S;;;BOM
ID3670;05/03/2015 15:51;Stewart;Sugestao;N;N;254;;
ID3671;05/03/2015 15:54;Stewart;Informacao;S;S;419;300.00;RUIM
ID3672;05/03/2015 15:54;Stewart;RegistroSinistro;S;N;154;2220.00;RUIM
ID3673;05/03/2015 16:10;Stewart;Informacao;S;S;200;25.80;BOM
ID3674;05/03/2015 16:10;Diane;RegistroSinistro;S;S;248;;BOM
ID3675;05/03/2015 16:13;Joe;RegistroSinistro;S;N;149;;BOM
ID3676;05/03/2015 16:13;Joe;Informacao;S;N;287;420.00;RUIM
ID3677;05/03/2015 16:16;Joe;RegistroSinistro;S;S;116;260.00;RUIM
ID3678;05/03/2015 16:16;Joe;Cotacao;S;S;106;21.60;BOM
ID3679;05/03/2015 16:20;Martha;Cotacao;S;S;;;BOM
ID3680;05/03/2015 16:20;Joe;Cotacao;N;N;247;;
ID3681;05/03/2015 16:20;Stewart;Cotacao;S;S;;;BOM
ID3682;05/03/2015 16:20;Stewart;Reclamacao;S;S;;;RUIM
ID3683;05/03/2015 16:23;Diane;RegistroSinistro;S;S;388;260.00;RUIM
ID3684;05/03/2015 16:23;Joe;Informacao;S;S;66;;BOM
ID3685;05/03/2015 17:31;Dan;Sugestao;S;N;220;55.50;BOM
ID3686;05/03/2015 17:31;Greg;Cotacao;S;S;67;680.00;RUIM
ID3687;05/03/2015 17:34;Jim;RegistroSinistro;N;N;72;;
ID3688;05/03/2015 17:34;Jim;Informacao;S;N;201;62.00;BOM
ID3689;05/03/2015 17:52;Becky;Reclamacao;S;S;115;2460.00;RUIM
ID3690;05/03/2015 17:52;Stewart;RegistroSinistro;N;N;211;;
ID3691;06/03/2015 09:00;Martha;Cotacao;S;S;311;43.20;BOM
ID3692;06/03/2015 09:00;Stewart;Sugestao;S;S;109;14.50;BOM
ID3693;06/03/2015 09:51;Diane;Reclamacao;S;S;153;860.00;RUIM
ID3694;06/03/2015 09:51;Jim;Informacao;S;S;66;;BOM
ID3695;06/03/2015 10:00;Becky;Informacao;S;S;413;57.00;BOM
ID3696;06/03/2015 10:00;Martha;Reclamacao;S;S;299;320.00;RUIM
ID3697;06/03/2015 10:17;Greg;RegistroSinistro;S;S;194;15.60;BOM
ID3698;06/03/2015 10:17;Martha;Sugestao;N;N;206;;
ID3699;06/03/2015 10:17;Greg;RegistroSinistro;S;S;;;BOM
ID3700;06/03/2015 10:17;Becky;Informacao;S;S;391;300.00;RUIM
ID3701;06/03/2015 10:40;Joe;Sugestao;S;S;285;55.00;BOM
ID3702;06/03/2015 10:40;Dan;Sugestao;S;S;;;RUIM
ID3703;06/03/2015 10:45;Martha;Reclamacao;S;S;305;;BOM
ID3704;06/03/2015 10:45;Joe;Reclamacao;N;N;74;;
ID3705;06/03/2015 11:02;Dan;Cotacao;S;S;;;BOM
ID3706;06/03/2015 11:02;Jim;Informacao;S;S;328;64.80;BOM
ID3707;06/03/2015 11:21;Martha;Reclamacao;S;S;289;25.80;BOM
ID3708;06/03/2015 11:21;Joe;Informacao;N;N;;;
ID3709;06/03/2015 11:25;Martha;Reclamacao;S;S;;;RUIM
ID3710;06/03/2015 11:25;Dan;Sugestao;S;S;158;680.00;RUIM
ID3711;06/03/2015 11:28;Martha;Sugestao;S;S;;;BOM
ID3712;06/03/2015 11:28;Joe;RegistroSinistro;N;N;;;
ID3713;06/03/2015 12:07;Becky;Reclamacao;S;S;192;;BOM
ID3714;06/03/2015 12:07;Joe;Reclamacao;S;S;83;1060.00;RUIM
ID3715;06/03/2015 12:18;Joe;Cotacao;S;S;;;BOM
ID3716;06/03/2015 12:18;Martha;Sugestao;N;N;239;;
ID3717;06/03/2015 12:46;Stewart;Reclamacao;S;S;;;RUIM
ID3718;06/03/2015 12:46;Greg;Informacao;N;N;86;;
ID3719;06/03/2015 13:22;Jim;Reclamacao;S;S;180;1050.00;RUIM
ID3720;06/03/2015 13:22;Joe;RegistroSinistro;S;S;164;1440.00;RUIM
ID3721;06/03/2015 13:32;Jim;Informacao;S;S;;;BOM
ID3722;06/03/2015 13:32;Jim;RegistroSinistro;S;S;156;;BOM
ID3723;06/03/2015 13:42;Greg;Informacao;N;N;298;;
ID3724;06/03/2015 13:42;Becky;Reclamacao;S;S;;;RUIM
ID3725;06/03/2015 13:46;Jim;Cotacao;N;N;46;;
ID3726;06/03/2015 13:46;Greg;RegistroSinistro;S;S;48;790.00;RUIM
ID3727;06/03/2015 13:49;Becky;Reclamacao;S;S;;;BOM
ID3728;06/03/2015 13:49;Diane;Reclamacao;S;S;208;25.20;BOM
ID3729;06/03/2015 14:25;Diane;RegistroSinistro;S;S;;;RUIM
ID3730;06/03/2015 14:25;Greg;Reclamacao;N;N;105;;
ID3731;06/03/2015 14:28;Becky;RegistroSinistro;N;N;;;
ID3732;06/03/2015 14:28;Jim;Sugestao;S;S;122;640.00;RUIM
ID3733;06/03/2015 16:10;Becky;Informacao;S;S;56;50.00;BOM
ID3734;06/03/2015 16:10;Dan;Sugestao;S;S;387;64.20;BOM
ID3735;06/03/2015 16:27;Jim;Informacao;S;S;35;41.40;BOM
ID3736;06/03/2015 16:27;Diane;Cotacao;S;S;;;BOM
ID3737;06/03/2015 16:32;Diane;RegistroSinistro;S;S;88;270.00;RUIM
ID3738;06/03/2015 16:32;Jim;Sugestao;S;S;256;9.00;BOM
ID3739;06/03/2015 16:35;Diane;Informacao;N;N;353;;
ID3740;06/03/2015 16:35;Dan;Cotacao;S;N;45;48.50;BOM
ID3741;06/03/2015 16:40;Stewart;Informacao;S;S;331;1700.00;RUIM
ID3742;06/03/2015 16:40;Greg;Cotacao;S;S;226;57.60;BOM
ID3743;06/03/2015 16:49;Martha;Reclamacao;S;S;389;;BOM
ID3744;06/03/2015 16:49;Dan;Cotacao;S;S;49;13.50;BOM
ID3745;06/03/2015 17:15;Greg;Reclamacao;N;N;283;;
ID3746;06/03/2015 17:15;Martha;RegistroSinistro;S;N;365;65.40;BOM
ID3747;06/03/2015 17:18;Diane;Sugestao;S;N;386;2340.00;RUIM
ID3748;06/03/2015 17:18;Diane;Reclamacao;S;S;255;1160.00;RUIM
ID3749;06/03/2015 17:22;Diane;Cotacao;N;N;366;;
ID3750;06/03/2015 17:22;Greg;Sugestao;N;N;;;
ID3751;06/03/2015 17:22;Martha;RegistroSinistro;S;S;392;500.00;RUIM
ID3752;06/03/2015 17:22;Dan;Informacao;S;S;174;1080.00;RUIM
ID3753;07/03/2015 09:59;Stewart;Cotacao;S;S;385;12.00;BOM
ID3754;07/03/2015 09:59;Jim;Sugestao;N;N;385;;
ID3755;07/03/2015 10:01;Martha;Sugestao;S;S;172;460.00;RUIM
ID3756;07/03/2015 10:01;Diane;Informacao;S;S;376;36.00;BOM
ID3757;07/03/2015 10:58;Martha;Cotacao;N;N;175;;
ID3758;07/03/2015 10:58;Joe;Reclamacao;N;N;178;;
ID3759;07/03/2015 12:01;Jim;Sugestao;S;S;;;BOM
ID3760;07/03/2015 12:01;Dan;Reclamacao;N;N;51;;
ID3761;07/03/2015 12:07;Jim;RegistroSinistro;S;S;100;54.60;BOM
ID3762;07/03/2015 12:07;Jim;Reclamacao;S;S;216;;BOM
ID3763;07/03/2015 12:21;Diane;Informacao;N;N;103;;
ID3764;07/03/2015 12:21;Martha;Sugestao;S;S;210;26.00;BOM
ID3765;07/03/2015 12:33;Martha;Sugestao;S;S;284;45.60;BOM
ID3766;07/03/2015 12:33;Becky;Reclamacao;S;S;156;;BOM
ID3767;07/03/2015 13:06;Greg;Reclamacao;S;S;249;120.00;RUIM
ID3768;07/03/2015 13:06;Greg;RegistroSinistro;N;N;381;;
ID3769;07/03/2015 13:20;Becky;Sugestao;S;S;162;;BOM
ID3770;07/03/2015 13:20;Stewart;Informacao;S;S;33;750.00;RUIM
ID3771;07/03/2015 13:40;Becky;Sugestao;N;N;;;
ID3772;07/03/2015 13:40;Stewart;Cotacao;S;S;161;;BOM
ID3773;07/03/2015 13:46;Joe;Cotacao;S;S;330;66.60;BOM
ID3774;07/03/2015 13:46;Joe;Informacao;S;S;308;550.00;RUIM
ID3775;07/03/2015 13:52;Greg;Reclamacao;N;N;194;;
ID3776;07/03/2015 13:52;Greg;Reclamacao;S;S;390;1920.00;RUIM
ID3777;07/03/2015 13:53;Greg;Reclamacao;S;S;52;;BOM
ID3778;07/03/2015 13:53;Joe;Cotacao;N;N;;;
ID3779;07/03/2015 14:35;Jim;Cotacao;S;S;72;290.00;RUIM
ID3780;07/03/2015 14:35;Jim;Sugestao;S;S;79;12.00;BOM
ID3781;07/03/2015 14:42;Stewart;Informacao;S;S;325;62.00;BOM
ID3782;07/03/2015 14:42;Martha;Informacao;S;S;268;;BOM
ID3783;07/03/2015 15:25;Jim;RegistroSinistro;S;S;392;1160.00;RUIM
ID3784;07/03/2015 15:25;Dan;RegistroSinistro;S;S;;;RUIM
ID3785;07/03/2015 15:30;Becky;Reclamacao;S;S;335;1460.00;RUIM
ID3786;07/03/2015 15:30;Martha;Cotacao;N;N;198;;
ID3787;07/03/2015 15:36;Joe;Sugestao;S;S;;;BOM
ID3788;07/03/2015 15:36;Martha;Reclamacao;S;S;319;460.00;RUIM
ID3789;07/03/2015 15:59;Diane;Informacao;N;N;277;;
ID3790;07/03/2015 15:59;Jim;Reclamacao;N;N;386;;
ID3791;07/03/2015 16:24;Dan;Reclamacao;N;N;413;;
ID3792;07/03/2015 16:24;Greg;Reclamacao;S;N;272;24.00;BOM
ID3793;07/03/2015 16:43;Diane;Cotacao;N;N;155;;
ID3794;07/03/2015 16:43;Jim;Sugestao;S;S;54;25.20;BOM
ID3795;07/03/2015 16:46;Diane;RegistroSinistro;S;S;41;450.00;RUIM
ID3796;07/03/2015 16:46;Jim;Informacao;S;S;234;18.00;BOM
ID3797;07/03/2015 16:58;Joe;Reclamacao;S;S;76;1060.00;RUIM
ID3798;07/03/2015 16:58;Becky;Reclamacao;S;N;69;53.40;BOM
ID3799;07/03/2015 17:15;Stewart;RegistroSinistro;N;N;409;;
ID3800;07/03/2015 17:15;Dan;Cotacao;N;N;340;;
ID3801;08/03/2015 09:07;Dan;Reclamacao;S;S;151;260.00;RUIM
ID3802;08/03/2015 09:07;Martha;Informacao;S;S;261;790.00;RUIM
ID3803;08/03/2015 09:57;Diane;Cotacao;S;S;416;22.00;BOM
ID3804;08/03/2015 09:57;Becky;RegistroSinistro;S;S;276;1420.00;RUIM
ID3805;08/03/2015 10:24;Diane;Sugestao;S;S;117;53.50;BOM
ID3806;08/03/2015 10:24;Dan;Informacao;S;S;;;BOM
ID3807;08/03/2015 10:29;Martha;Reclamacao;S;S;127;480.00;RUIM
ID3808;08/03/2015 10:29;Diane;Informacao;S;S;53;8.40;BOM
ID3809;08/03/2015 10:36;Becky;Sugestao;S;S;30;31.80;BOM
ID3810;08/03/2015 10:36;Jim;Reclamacao;S;S;;;RUIM
ID3811;08/03/2015 11:19;Greg;Cotacao;S;S;378;;BOM
ID3812;08/03/2015 11:19;Greg;Reclamacao;N;N;138;;
ID3813;08/03/2015 11:22;Jim;Reclamacao;S;S;388;;BOM
ID3814;08/03/2015 11:22;Martha;RegistroSinistro;S;S;;;RUIM
ID3815;08/03/2015 12:23;Greg;Reclamacao;S;S;120;710.00;RUIM
ID3816;08/03/2015 12:23;Greg;Cotacao;S;S;44;;BOM
ID3817;08/03/2015 12:25;Stewart;Reclamacao;S;S;;;BOM
ID3818;08/03/2015 12:25;Joe;RegistroSinistro;S;N;149;27.00;BOM
ID3819;08/03/2015 13:07;Dan;Cotacao;N;N;113;;
ID3820;08/03/2015 13:07;Dan;Sugestao;S;S;419;;BOM
ID3821;08/03/2015 13:10;Dan;Cotacao;S;N;50;;BOM
ID3822;08/03/2015 13:10;Stewart;Sugestao;S;S;;;BOM
ID3823;08/03/2015 13:33;Martha;Sugestao;S;S;248;;BOM
ID3824;08/03/2015 13:33;Joe;Cotacao;S;S;72;;BOM
ID3825;08/03/2015 13:46;Greg;RegistroSinistro;S;S;110;;BOM
ID3826;08/03/2015 13:46;Stewart;Reclamacao;N;N;228;;
ID3827;08/03/2015 13:50;Joe;Sugestao;S;S;103;;BOM
ID3828;08/03/2015 13:50;Stewart;Sugestao;S;S;413;1140.00;RUIM
ID3829;08/03/2015 13:55;Becky;RegistroSinistro;S;S;385;420.00;RUIM
ID3830;08/03/2015 13:55;Dan;RegistroSinistro;S;S;387;;BOM
ID3831;08/03/2015 14:35;Diane;RegistroSinistro;N;N;310;;
ID3832;08/03/2015 14:35;Greg;Cotacao;N;N;54;;
ID3833;08/03/2015 15:00;Diane;Reclamacao;S;S;281;10.80;BOM
ID3834;08/03/2015 15:00;Becky;Sugestao;S;S;288;;BOM
ID3835;08/03/2015 15:04;Greg;Sugestao;S;S;;;BOM
ID3836;08/03/2015 15:04;Stewart;Informacao;S;S;;;BOM
ID3837;08/03/2015 15:25;Martha;Reclamacao;S;S;183;280.00;RUIM
ID3838;08/03/2015 15:25;Becky;Cotacao;S;S;35;21.50;BOM
ID3839;08/03/2015 15:40;Becky;Sugestao;S;S;;;BOM
ID3840;08/03/2015 15:40;Dan;RegistroSinistro;S;N;205;450.00;RUIM
ID3841;08/03/2015 16:37;Diane;Sugestao;S;S;322;;BOM
ID3842;08/03/2015 16:37;Martha;Reclamacao;S;S;328;1240.00;RUIM
ID3843;08/03/2015 17:00;Becky;Informacao;S;N;282;;BOM
ID3844;08/03/2015 17:00;Dan;Sugestao;S;S;257;15.50;BOM
ID3845;08/03/2015 17:31;Greg;Sugestao;S;S;217;;BOM
ID3846;08/03/2015 17:31;Becky;Reclamacao;S;S;61;50.40;BOM
ID3847;08/03/2015 17:38;Diane;RegistroSinistro;S;N;113;;BOM
ID3848;08/03/2015 17:38;Jim;Reclamacao;S;S;333;1380.00;RUIM
ID3849;08/03/2015 17:48;Joe;RegistroSinistro;S;S;123;49.80;BOM
ID3850;08/03/2015 17:48;Dan;Sugestao;S;S;;;BOM
ID3851;08/03/2015 17:48;Diane;RegistroSinistro;S;S;351;27.00;BOM
ID3852;08/03/2015 17:48;Jim;Informacao;S;S;414;;BOM
ID3853;08/03/2015 17:51;Jim;Informacao;S;S;;;BOM
ID3854;08/03/2015 17:51;Dan;Reclamacao;S;S;353;;BOM
ID3855;08/03/2015 17:52;Dan;Sugestao;S;S;38;20.40;BOM
ID3856;08/03/2015 17:52;Diane;Cotacao;S;S;164;2160.00;RUIM
ID3857;09/03/2015 09:18;Diane;Cotacao;S;N;317;27.00;BOM
ID3858;09/03/2015 09:18;Martha;Informacao;S;S;62;;BOM
ID3859;09/03/2015 09:40;Dan;Informacao;N;N;306;;
ID3860;09/03/2015 09:40;Becky;Informacao;S;S;350;1920.00;RUIM
ID3861;09/03/2015 10:13;Greg;Informacao;S;S;367;35.40;BOM
ID3862;09/03/2015 10:13;Dan;Cotacao;S;S;145;;BOM
ID3863;09/03/2015 10:27;Greg;RegistroSinistro;S;S;119;2240.00;RUIM
ID3864;09/03/2015 10:27;Martha;Cotacao;S;S;134;1700.00;RUIM
ID3865;09/03/2015 10:29;Martha;Cotacao;S;S;293;52.20;BOM
ID3866;09/03/2015 10:29;Becky;Informacao;S;N;143;;BOM
ID3867;09/03/2015 10:30;Diane;Sugestao;S;S;350;1380.00;RUIM
ID3868;09/03/2015 10:30;Martha;Cotacao;S;S;372;10.80;BOM
ID3869;09/03/2015 11:02;Diane;Reclamacao;S;S;159;;BOM
ID3870;09/03/2015 11:02;Diane;Cotacao;S;S;;;BOM
ID3871;09/03/2015 11:03;Greg;RegistroSinistro;S;S;145;1260.00;RUIM
ID3872;09/03/2015 11:03;Diane;Sugestao;N;N;;;
ID3873;09/03/2015 11:22;Joe;Reclamacao;S;S;157;2180.00;RUIM
ID3874;09/03/2015 11:22;Becky;RegistroSinistro;S;N;279;;BOM
ID3875;09/03/2015 11:48;Diane;Informacao;S;S;161;18.50;BOM
ID3876;09/03/2015 11:48;Becky;RegistroSinistro;S;N;101;1840.00;RUIM
ID3877;09/03/2015 13:22;Diane;Informacao;N;N;297;;
ID3878;09/03/2015 13:22;Martha;RegistroSinistro;S;N;403;500.00;RUIM
ID3879;09/03/2015 13:26;Jim;Sugestao;S;S;;;BOM
ID3880;09/03/2015 13:26;Stewart;Informacao;S;S;416;67.20;BOM
ID3881;09/03/2015 13:45;Diane;Reclamacao;N;N;400;;
ID3882;09/03/2015 13:45;Stewart;Reclamacao;S;S;293;39.60;BOM
ID3883;09/03/2015 15:21;Greg;Sugestao;S;S;;;BOM
ID3884;09/03/2015 15:21;Diane;Sugestao;N;N;203;;
ID3885;09/03/2015 15:23;Becky;Informacao;S;S;68;;BOM
ID3886;09/03/2015 15:23;Joe;RegistroSinistro;S;S;;;RUIM
ID3887;09/03/2015 15:27;Stewart;Cotacao;S;S;113;25.00;BOM
ID3888;09/03/2015 15:27;Dan;Sugestao;S;S;168;;BOM
ID3889;09/03/2015 15:41;Martha;Cotacao;S;S;;;RUIM
ID3890;09/03/2015 15:41;Greg;Sugestao;S;S;413;64.80;BOM
ID3891;09/03/2015 15:43;Becky;Reclamacao;S;S;51;1130.00;RUIM
ID3892;09/03/2015 15:43;Greg;Informacao;S;S;339;48.00;BOM
ID3893;09/03/2015 15:44;Becky;Informacao;S;N;;;RUIM
ID3894;09/03/2015 15:44;Diane;Sugestao;S;S;363;40.20;BOM
ID3895;09/03/2015 15:59;Stewart;Cotacao;S;S;177;54.50;BOM
ID3896;09/03/2015 15:59;Jim;RegistroSinistro;S;S;71;;BOM
ID3897;09/03/2015 16:52;Diane;Sugestao;S;S;101;990.00;RUIM
ID3898;09/03/2015 16:52;Joe;Reclamacao;N;N;268;;
ID3899;09/03/2015 16:59;Joe;Informacao;S;S;244;14.50;BOM
ID3900;09/03/2015 16:59;Stewart;Informacao;S;N;222;54.60;BOM
ID3901;09/03/2015 17:06;Greg;Cotacao;S;S;249;;BOM
ID3902;09/03/2015 17:06;Becky;Reclamacao;N;N;;;
ID3903;10/03/2015 09:12;Dan;Cotacao;S;S;84;46.00;BOM
ID3904;10/03/2015 09:12;Martha;Sugestao;N;N;;;
ID3905;10/03/2015 09:18;Dan;Cotacao;S;S;51;48.50;BOM
ID3906;10/03/2015 09:18;Greg;Cotacao;N;N;328;;
ID3907;10/03/2015 09:51;Jim;Reclamacao;S;S;;;RUIM
ID3908;10/03/2015 09:51;Jim;Cotacao;N;N;;;
ID3909;10/03/2015 10:06;Jim;Reclamacao;S;N;282;2200.00;RUIM
ID3910;10/03/2015 10:06;Becky;Reclamacao;S;S;164;;BOM
ID3911;10/03/2015 10:07;Joe;Sugestao;S;S;;;RUIM
ID3912;10/03/2015 10:07;Stewart;Cotacao;S;S;381;42.00;BOM
ID3913;10/03/2015 10:22;Joe;Sugestao;N;N;174;;
ID3914;10/03/2015 10:22;Greg;Informacao;N;N;65;;
ID3915;10/03/2015 10:26;Greg;RegistroSinistro;N;N;180;;
ID3916;10/03/2015 10:26;Stewart;RegistroSinistro;S;S;203;62.40;BOM
ID3917;10/03/2015 12:04;Martha;Sugestao;S;S;297;;BOM
ID3918;10/03/2015 12:04;Diane;Reclamacao;S;S;91;700.00;RUIM
ID3919;10/03/2015 12:48;Jim;Sugestao;N;N;229;;
ID3920;10/03/2015 12:48;Becky;RegistroSinistro;S;S;374;270.00;RUIM
ID3921;10/03/2015 13:29;Becky;RegistroSinistro;S;S;288;;BOM
ID3922;10/03/2015 13:29;Joe;Reclamacao;S;S;;;BOM
ID3923;10/03/2015 13:32;Greg;Informacao;N;N;218;;
ID3924;10/03/2015 13:32;Jim;Reclamacao;S;S;382;6.60;BOM
ID3925;10/03/2015 13:42;Joe;Sugestao;S;S;207;17.00;BOM
ID3926;10/03/2015 13:42;Diane;Informacao;N;N;338;;
ID3927;10/03/2015 13:45;Diane;RegistroSinistro;S;N;54;320.00;RUIM
ID3928;10/03/2015 13:45;Joe;Reclamacao;S;S;307;1780.00;RUIM
ID3929;10/03/2015 13:48;Greg;Reclamacao;S;S;51;330.00;RUIM
ID3930;10/03/2015 13:48;Martha;Cotacao;N;N;;;
ID3931;10/03/2015 13:56;Greg;Informacao;S;S;271;;BOM
ID3932;10/03/2015 13:56;Stewart;Sugestao;S;S;364;;BOM
ID3933;10/03/2015 14:00;Dan;Sugestao;S;S;54;2480.00;RUIM
ID3934;10/03/2015 14:00;Dan;RegistroSinistro;S;S;193;1240.00;RUIM
ID3935;10/03/2015 15:17;Stewart;Informacao;S;S;36;;BOM
ID3936;10/03/2015 15:17;Dan;Informacao;S;S;;;BOM
ID3937;10/03/2015 15:24;Stewart;Informacao;N;N;413;;
ID3938;10/03/2015 15:24;Joe;RegistroSinistro;S;N;34;600.00;RUIM
ID3939;10/03/2015 16:00;Stewart;RegistroSinistro;N;N;149;;
ID3940;10/03/2015 16:00;Joe;Sugestao;S;S;124;38.50;BOM
ID3941;10/03/2015 16:30;Greg;RegistroSinistro;S;S;77;50.40;BOM
ID3942;10/03/2015 16:30;Becky;Sugestao;S;S;381;;BOM
ID3943;10/03/2015 16:46;Greg;RegistroSinistro;S;S;205;820.00;RUIM
ID3944;10/03/2015 16:46;Dan;RegistroSinistro;S;N;;;RUIM
ID3945;10/03/2015 17:05;Dan;RegistroSinistro;S;S;345;22.20;BOM
ID3946;10/03/2015 17:05;Dan;Informacao;S;S;355;11.50;BOM
ID3947;10/03/2015 17:35;Greg;RegistroSinistro;S;S;;;RUIM
ID3948;10/03/2015 17:35;Jim;Cotacao;S;S;126;;BOM
ID3949;11/03/2015 09:10;Stewart;Cotacao;N;N;;;
ID3950;11/03/2015 09:10;Diane;Cotacao;S;S;345;60.50;BOM
ID3951;11/03/2015 09:38;Joe;RegistroSinistro;N;N;224;;
ID3952;11/03/2015 09:38;Greg;Reclamacao;S;S;66;1920.00;RUIM
ID3953;11/03/2015 09:40;Greg;Sugestao;S;S;310;;BOM
ID3954;11/03/2015 09:40;Jim;Informacao;S;S;;;BOM
ID3955;11/03/2015 09:57;Dan;RegistroSinistro;N;N;154;;
ID3956;11/03/2015 09:57;Greg;Cotacao;S;S;157;;BOM
ID3957;11/03/2015 10:01;Jim;Cotacao;S;S;;;BOM
ID3958;11/03/2015 10:01;Dan;Cotacao;S;S;227;41.40;BOM
ID3959;11/03/2015 10:09;Diane;Reclamacao;S;S;407;25.20;BOM
ID3960;11/03/2015 10:09;Jim;Reclamacao;N;N;375;;
ID3961;11/03/2015 10:24;Jim;Reclamacao;S;S;63;66.00;BOM
